2,3,B
4,2,W
5,3,B
6,4,W
6,3,B
2,4,W
2,5,B
1,3,W
0,3,B
1,5,W
3,2,B
0,2,W
5,4,B
2,2,W
0,1,B
4,5,W
3,5,B
0,4,W
0,5,B
7,2,W
1,2,B
2,6,W
7,4,B
1,1,W
1,6,B
0,6,W
0,7,B
5,5,W
3,1,B
4,6,W
1,0,B
3,0,W
1,4,B
2,1,W
4,1,B
6,5,W
7,6,B
2,0,W
4,0,B
7,5,W
7,3,B
5,1,W
6,1,B
6,2,W
6,6,B
6,0,W
3,6,B
5,2,W
5,0,B
6,7,W
7,0,B
2,7,W
7,7,B
5,6,W
5,7,B
3,7,W
7,1,B
4,7,W
1,7,B
0,0,W
